,zyzaks,0
702705,counternarratives,0.0
702706,countermeasures,0.0
702707,countermeasure,0.0
702708,counterinsurgency,0.0
702710,counterfeiting,0.0
702716,counterfeiters,0.0
702720,counterfeiter,0.0
702726,counterfeited,0.0
702727,counterfeit,0.0
702737,counterfactuals,0.0
702738,countered,0.0
702740,counterculture,0.0
702747,counterchecking,0.0
702748,counterattack,0.0
702752,counter,0.0
702770,countenance,0.0
702772,counted,0.0
702782,countdown,0.0
702786,count,0.0
702906,counsels,0.0
702909,counselors,0.0
702916,counselorintraining,0.0
702917,counselor,0.0
702951,counselling,0.0
702952,counseller,0.0
702953,counseling,0.0
702961,counseled,0.0
702963,counsel,0.0
702977,councilwoman,0.0
702978,councils,0.0
702979,councilperson,0.0
702980,councilor,0.0
702982,councilmunicipality,0.0
702983,councilman,0.0
702988,councillor,0.0
702989,counciller,0.0
702990,council,0.0
703028,coulter,0.0
703029,coulson,0.0
703030,coulrophobia,0.0
703031,coulouris,0.0
703032,coulmier,0.0
703034,couldve,0.0
703035,couldnt,0.0
703036,could,0.0
703585,coughlins,0.0
703586,coughlin,0.0
703589,coughing,0.0
703592,cough,0.0
703594,cougars,0.0
703595,cougar,0.0
703598,coudairs,0.0
703599,coudair,0.0
703600,couched,0.0
703602,couch,0.0
703617,cotyso,0.0
703618,cotty,0.0
703619,cottontail,0.0
703620,cottons,0.0
703621,cottonmouth,0.0
703622,cotton,0.0
703638,cotten,0.0
703640,cottages,0.0
703641,cottage,0.0
703684,cotner,0.0
703685,cotman,0.0
703686,coterie,0.0
703687,cote,0.0
703688,cotas,0.0
703689,cotard,0.0
703690,cota,0.0
703691,cosy,0.0
703692,costumes,0.0
703706,costumers,0.0
703711,costumer,0.0
703712,costumed,0.0
703718,costume,0.0
703737,costs,0.0
703776,costner,0.0
703777,costly,0.0
703783,costing,0.0
703788,costillo,0.0
703789,costigan,0.0
703791,costellos,0.0
703793,costello,0.0
703799,coste,0.0
703800,costco,0.0
703802,costas,0.0
703803,costars,0.0
703811,costarring,0.0
703813,costar,0.0
703820,costantina,0.0
703821,costa,0.0
703830,cost,0.0
703923,cosset,0.0
703924,cossacks,0.0
703925,cossack,0.0
703927,cosponsor,0.0
703928,cosplay,0.0
703929,cosmotology,0.0
703930,cosmos,0.0
703936,cosmopolitan,0.0
703941,cosmonaut,0.0
703945,cosmology,0.0
703947,cosmo,0.0
703956,cosmic,0.0
703967,cosmetology,0.0
703968,cosmetologist,0.0
703969,cosmetics,0.0
703976,cosmeticians,0.0
703977,cosmetic,0.0
703984,cosimos,0.0
703985,cosimo,0.0
703986,cosi,0.0
703987,cosgrove,0.0
703988,cosgood,0.0
703989,cosette,0.0
703991,cosby,0.0
703996,cos,0.0
703998,coryo,0.0
703999,cory,0.0
704002,corwin,0.0
704003,corvo,0.0
704004,corvis,0.0
704005,corvins,0.0
704006,corvino,0.0
704007,corvin,0.0
704009,corvette,0.0
704010,corven,0.0
704011,coruscant,0.0
704013,corts,0.0
704014,cortona,0.0
704015,cortners,0.0
704016,cortner,0.0
704017,cortlandt,0.0
704018,cortland,0.0
704019,cortisone,0.0
704020,cortino,0.0
704021,cortezs,0.0
704023,cortez,0.0
704028,cortex,0.0
704029,cortes,0.0
704030,cortana,0.0
704031,cort,0.0
704032,corso,0.0
704033,corsicans,0.0
704034,corsican,0.0
704036,corsica,0.0
704038,corrupts,0.0
704041,corruptive,0.0
704042,corruption,0.0
704138,corrupting,0.0
704139,corruptie,0.0
704140,corruptible,0.0
704142,corrupted,0.0
704156,corrupt,0.0
704326,corrosive,0.0
704328,corroding,0.0
704329,corroded,0.0
704330,corrode,0.0
704331,corroboration,0.0
704332,corroborates,0.0
704333,corroborate,0.0
704335,corro,0.0
704336,corrines,0.0
704337,corrine,0.0
704339,corrinas,0.0
704340,corrina,0.0
704341,corrigan,0.0
704345,corrieri,0.0
704346,corrientes,0.0
704347,corrie,0.0
704348,corridors,0.0
704363,corridor,0.0
704365,corridas,0.0
704366,corrida,0.0
704367,corresponds,0.0
704368,corresponding,0.0
704371,correspondents,0.0
704372,correspondent,0.0
704396,correspondence,0.0
704407,corresponded,0.0
704408,correspond,0.0
704410,corren,0.0
704411,correll,0.0
704412,correlation,0.0
704413,corregidor,0.0
704416,corrects,0.0
704417,correctness,0.0
704420,correctly,0.0
704426,corrections,0.0
704427,correctional,0.0
704434,correcting,0.0
704436,corrected,0.0
704437,correct,0.0
704463,correa,0.0
704464,corrascos,0.0
704465,corralled,0.0
704467,corral,0.0
704469,corrado,0.0
704470,corpulent,0.0
704471,corpses,0.0
704502,corpse,0.0
704555,corps,0.0
704594,corporeal,0.0
704596,corporatized,0.0
704597,corporations,0.0
704620,corporationgovernment,0.0
704621,corporation,0.0
704688,corporate,0.0
704767,corporal,0.0
704778,corp,0.0
704782,coroners,0.0
704783,coronermortician,0.0
704784,coroner,0.0
704788,coronations,0.0
704789,coronation,0.0
704801,coronary,0.0
704802,coronado,0.0
704803,corolla,0.0
704804,corny,0.0
704808,cornwall,0.0
704817,cornucopia,0.0
704818,cornjob,0.0
704819,cornish,0.0
704821,corningstone,0.0
704823,cornholio,0.0
704824,cornfield,0.0
704825,cornetplaying,0.0
704826,cornerstones,0.0
704827,corners,0.0
704850,cornerman,0.0
704851,cornered,0.0
704858,corneras,0.0
704859,corner,0.0
704907,cornells,0.0
704908,cornell,0.0
704912,cornelius,0.0
704919,cornelio,0.0
704920,cornelia,0.0
704922,cornel,0.0
704923,cornejo,0.0
704924,cornea,0.0
704926,corn,0.0
704936,cormans,0.0
704937,corman,0.0
704943,cormac,0.0
704944,corliss,0.0
704946,corley,0.0
704947,corleones,0.0
704948,corleone,0.0
704950,corlaine,0.0
704951,corky,0.0
704955,cork,0.0
704956,corisco,0.0
704957,coriolanus,0.0
704958,corinth,0.0
704961,corinne,0.0
704963,corie,0.0
704964,coreys,0.0
704967,corey,0.0
704976,corespondent,0.0
704977,coreographer,0.0
704978,corelli,0.0
704980,coreigns,0.0
704981,coreign,0.0
704982,core,0.0
705006,cords,0.0
705008,cordova,0.0
705009,cordoned,0.0
705010,cordier,0.0
705011,cordial,0.0
705015,cordell,0.0
705019,cordelia,0.0
705021,corddry,0.0
705022,corday,0.0
705024,cord,0.0
705027,corcovado,0.0
705028,corcoran,0.0
705029,corby,0.0
705031,corbin,0.0
705032,corbetts,0.0
705033,corbett,0.0
705035,corbero,0.0
705036,corbaccio,0.0
705037,coras,0.0
705038,coraline,0.0
705039,coral,0.0
705044,cora,0.0
705054,coquette,0.0
705055,copywriter,0.0
705057,copyrighted,0.0
705058,copyright,0.0
705059,copying,0.0
705060,copycatting,0.0
705062,copycat,0.0
705065,copy,0.0
705087,copulation,0.0
705088,copts,0.0
705089,copter,0.0
705090,cops,0.0
705217,coproduction,0.0
705218,coproducing,0.0
705219,coproducida,0.0
705220,coproducer,0.0
705221,coproduced,0.0
705222,coppolas,0.0
705225,coppola,0.0
705228,coppie,0.0
705229,coppermine,0.0
705230,copperfield,0.0
705231,copperbottom,0.0
705232,copper,0.0
705238,coplin,0.0
705239,copkiller,0.0
705241,copiously,0.0
705242,copious,0.0
705246,coping,0.0
705254,copilot,0.0
705262,copies,0.0
705268,cophating,0.0
705269,copes,0.0
705281,copernicuss,0.0
705282,copernicus,0.0
705284,copenhagen,0.0
705300,copeland,0.0
705303,cope,0.0
705388,copcrook,0.0
705389,copbounty,0.0
705390,copattorney,0.0
705391,copan,0.0
705392,copacabana,0.0
705394,cop,0.0
705631,cooze,0.0
705632,coowns,0.0
705633,coowner,0.0
705636,cooverman,0.0
705637,cooties,0.0
705639,coors,0.0
705640,coorporation,0.0
705641,coordinators,0.0
705642,coordinator,0.0
705646,coordination,0.0
705647,coordinating,0.0
705650,coordinates,0.0
705655,coordinated,0.0
705657,coordinate,0.0
705658,coopts,0.0
705661,coopting,0.0
705662,coops,0.0
705664,coopersmith,0.0
705665,coopers,0.0
705668,cooperis,0.0
705669,cooperative,0.0
705673,cooperation,0.0
705682,cooperating,0.0
705686,cooperates,0.0
705692,cooperated,0.0
705693,cooperate,0.0
705714,cooper,0.0
705755,cooped,0.0
705757,coop,0.0
705762,cooool,0.0
705763,coons,0.0
705765,coonhunt,0.0
705767,coonhound,0.0
705769,cooneys,0.0
705770,cooney,0.0
705772,coonass,0.0
705773,coombs,0.0
705774,coombes,0.0
705775,coolsville,0.0
705776,cools,0.0
705779,coolness,0.0
705782,coolly,0.0
705783,coolkid,0.0
705784,cooling,0.0
705787,coolidge,0.0
705790,coolheaded,0.0
705791,coolest,0.0
705794,cooler,0.0
705798,coolant,0.0
705799,cool,0.0
705871,cooks,0.0
705889,cookingobsessed,0.0
705890,cooking,0.0
705926,cookies,0.0
705930,cookie,0.0
705938,cookerys,0.0
705939,cookery,0.0
705941,cooked,0.0
705943,cooke,0.0
705944,cookbook,0.0
705945,cook,0.0
706023,cooing,0.0
706024,coogans,0.0
706025,coogan,0.0
706031,cooed,0.0
706032,cooder,0.0
706033,cooch,0.0
706034,coo,0.0
706036,conwomen,0.0
706037,conway,0.0
706047,convulsion,0.0
706048,convulsed,0.0
706049,convoysand,0.0
706050,convoys,0.0
706053,convoy,0.0
706061,convoluted,0.0
706067,conviventi,0.0
706068,convincingly,0.0
706071,convincing,0.0
706105,convinces,0.0
706251,convinced,0.0
706399,convince,0.0
706576,convicts,0.0
706607,convictions,0.0
706624,conviction,0.0
706654,convicted,0.0
706747,convict,0.0
706792,conveys,0.0
706794,conveyor,0.0
706796,conveying,0.0
706797,conveyed,0.0
706798,convey,0.0
706801,converts,0.0
706807,converting,0.0
706811,convertible,0.0
706819,converter,0.0
706820,converted,0.0
706843,convert,0.0
706855,conversion,0.0
706865,conversely,0.0
706880,converse,0.0
706885,conversations,0.0
706923,conversation,0.0
706977,converging,0.0
706982,converged,0.0
706983,converge,0.0
706998,conventionthwarting,0.0
706999,conventions,0.0
707013,conventionalist,0.0
707014,conventional,0.0
707037,convention,0.0
707070,conventeducated,0.0
707071,conventbred,0.0
707072,convent,0.0
707100,conveniently,0.0
707106,convenient,0.0
707112,conveniences,0.0
707114,convenience,0.0
707145,convenes,0.0
707147,convened,0.0
707149,convene,0.0
707152,convalescing,0.0
707154,convalescent,0.0
707155,convalesce,0.0
707156,convair,0.0
707157,conures,0.0
707158,conurbations,0.0
707159,conundrum,0.0
707160,controversy,0.0
707178,controversies,0.0
707182,controversial,0.0
707267,controls,0.0
707297,controlling,0.0
707335,controllers,0.0
707336,controller,0.0
707342,controlled,0.0
707394,controllable,0.0
707396,controland,0.0
707397,control,0.0
707790,contrives,0.0
707797,contrived,0.0
707800,contrive,0.0
707803,contrition,0.0
707804,contributors,0.0
707811,contributions,0.0
707816,contribution,0.0
707828,contributing,0.0
707831,contributes,0.0
707833,contributed,0.0
707837,contribute,0.0
707844,contre,0.0
707845,contrasts,0.0
707851,contrasting,0.0
707857,contrasted,0.0
707860,contraste,0.0
707861,contrast,0.0
707884,contras,0.0
707887,contrary,0.0
707902,contrariwise,0.0
707903,contraptions,0.0
707904,contradicts,0.0
707906,contradictory,0.0
707912,contradictions,0.0
707918,contradiction,0.0
707920,contradicting,0.0
707921,contradicted,0.0
707922,contradict,0.0
707923,contractually,0.0
707924,contractual,0.0
707925,contracts,0.0
707939,contractors,0.0
707945,contractor,0.0
707961,contracting,0.0
707962,contracted,0.0
707977,contract,0.0
708085,contraband,0.0
708092,contortionist,0.0
708095,contorting,0.0
708096,contorted,0.0
708097,contort,0.0
708098,continuum,0.0
708100,continuously,0.0
708107,continuous,0.0
708113,continuity,0.0
708115,continuing,0.0
708157,continues,0.0
708325,continued,0.0
708357,continue,0.0
708546,continuation,0.0
708556,continually,0.0
708583,continual,0.0
708591,contini,0.0
708592,contingent,0.0
708597,contingencies,0.0
708598,continents,0.0
708619,continental,0.0
708628,continent,0.0
708651,contiguous,0.0
708652,conti,0.0
708654,contexts,0.0
708655,context,0.0
708678,contestthe,0.0
708679,contests,0.0
708689,contesting,0.0
708690,contested,0.0
708695,contestants,0.0
708717,contestant,0.0
708721,contest,0.0
708798,contessa,0.0
708800,contents,0.0
708817,contentment,0.0
708821,contentious,0.0
708822,contention,0.0
708825,contented,0.0
708829,content,0.0
708866,contends,0.0
708871,contendono,0.0
708872,contending,0.0
708874,contenders,0.0
708876,contender,0.0
708882,contend,0.0
708907,contemptuous,0.0
708910,contemptible,0.0
708911,contempt,0.0
708930,contemporary,0.0
709015,contemporaries,0.0
709029,contemplative,0.0
709033,contemplation,0.0
709036,contemplating,0.0
709051,contemplates,0.0
709067,contemplated,0.0
709071,contemplate,0.0
709085,conte,0.0
709086,contamination,0.0
709087,contaminating,0.0
709089,contaminated,0.0
709099,contains,0.0
709150,containment,0.0
709153,containing,0.0
709194,containers,0.0
709198,container,0.0
709206,contained,0.0
709219,contain,0.0
709235,contagious,0.0
709243,contagion,0.0
709244,contacts,0.0
709289,contacting,0.0
709296,contacted,0.0
709318,contact,0.0
709481,consumptive,0.0
709482,consumption,0.0
709496,consummation,0.0
709497,consummating,0.0
709499,consummated,0.0
709504,consummate,0.0
709511,consuming,0.0
709523,consumes,0.0
709540,consumers,0.0
709547,consumerist,0.0
709548,consumerism,0.0
709550,consumer,0.0
709562,consumed,0.1274886495
709593,consume,0.0
709602,consults,0.0
709611,consulting,0.0
709616,consultations,0.0
709617,consultants,0.0
709620,consultant,0.0
709632,consult,0.0
709636,consuls,0.0
709637,consulgeneral,0.0
709638,consulate,0.0
709643,consul,0.0
709650,consuela,0.0
709652,constructs,0.0
709657,constructor,0.0
709662,constructive,0.0
709664,construction,0.0
709745,constructing,0.0
709753,constructed,0.0
709767,construct,0.0
709778,constricted,0.0
709780,constraints,0.0
709783,constraint,0.0
709784,constrains,0.0
709785,constobe,0.0
709786,constitutionality,0.0
709787,constitutional,0.0
709793,constitution,0.0
709800,constituting,0.0
709801,constitutes,0.0
709804,constituted,0.0
709805,constitute,0.0
709807,constituents,0.0
709809,constituencies,0.0
709810,constipation,0.0
709811,consternation,0.0
709818,constellation,0.0
709820,constants,0.0
709822,constantly,0.0
709947,constantinople,0.0
709953,constantini,0.0
709954,constantine,0.0
709958,constant,0.0
710056,constance,0.0
710064,constabulary,0.0
710069,constables,0.0
710071,constable,0.0
710079,const,0.0
710080,conspiring,0.0
710090,conspires,0.0
710098,conspired,0.0
710100,conspire,0.0
710123,conspirators,0.0
710133,conspiratorial,0.0
710137,conspirator,0.0
710139,conspiracys,0.0
710140,conspiracy,0.0
710223,conspiracies,0.0
710226,conspicuous,0.0
710228,consorting,0.0
710231,consort,0.0
710236,consoling,0.0
710237,consolidated,0.0
710240,consolidate,0.0
710244,consoles,0.0
710246,consoled,0.0
710247,console,0.0
710252,consolation,0.0
710262,consists,0.0
710286,consisting,0.0
710303,consistently,0.0
710307,consistent,0.0
710313,consistency,0.0
710314,consisted,0.0
710316,consistantly,0.0
710317,consist,0.0
710322,consigns,0.0
710323,consignment,0.0
710324,consigned,0.0
710325,considine,0.0
710326,considers,0.0
710400,considering,0.0
710428,considered,0.0
710506,considerations,0.0
710510,consideration,0.0
710514,considerate,0.0
710520,considerably,0.0
710526,considerable,0.0
710545,consider,0.0
710588,consevative,0.0
710589,conservatory,0.0
710593,conservatives,0.0
710595,conservatively,0.0
710596,conservative,0.0
710654,conservatism,0.0
710655,conservationist,0.0
710658,conservation,0.0
710660,consequently,0.0
710674,consequential,0.0
710675,consequent,0.0
710676,consequences,0.0
710857,consequence,0.0
710871,consents,0.0
710875,consent,0.0
710888,consensus,0.0
710889,conseil,0.0
710890,consecutive,0.0
710894,conscripts,0.0
710897,conscription,0.0
710899,conscripted,0.0
710903,conscript,0.0
710906,consciousness,0.0
710939,consciously,0.0
710941,conscious,0.0
710952,conscientious,0.0
710956,consciencestricken,0.0
710957,conscienceridden,0.0
710958,conscience,0.0
710998,cons,0.0
711019,conroys,0.0
711020,conroy,0.0
711027,conroe,0.0
711028,conrade,0.0
711029,conrad,0.0
711044,conracks,0.0
711045,conrack,0.0
711046,conquistadors,0.0
711047,conquistador,0.0
711048,conquestwith,0.0
711049,conquests,0.0
711059,conquest,0.0
711078,conquers,0.0
711084,conquerors,0.0
711087,conqueror,0.0
711091,conquering,0.0
711099,conquerer,0.0
711101,conquered,0.0
711112,conquer,0.0
711146,conor,0.0
711149,connotation,0.0
711150,connors,0.0
711160,connor,0.0
711182,connolly,0.0
711189,connoisseur,0.0
711191,conniving,0.0
711208,connives,0.0
711209,connive,0.0
711211,connivance,0.0
711212,conning,0.0
711215,connies,0.0
711219,connie,0.0
711251,connexs,0.0
711252,connexkillen,0.0
711253,connex,0.0
711254,connerys,0.0
711255,connery,0.0
711260,conners,0.0
711261,conner,0.0
711263,connemara,0.0
711264,connelly,0.0
711268,conned,0.0
711276,connects,0.0
711299,connections,0.0
711342,connection,0.0
711462,connecting,0.0
711473,connecticuts,0.0
711474,connecticut,0.0
711500,connected,0.0
711569,connect,0.0
711615,connazionali,0.0
711616,conn,0.0
711617,conmen,0.0
711621,conman,0.0
711626,conlon,0.0
711627,conliffe,0.0
711629,conklin,0.0
711630,conked,0.0
711632,conk,0.0
711633,conjuror,0.0
711634,conjuring,0.0
711635,conjures,0.0
711640,conjured,0.0
711643,conjure,0.0
711649,conjunction,0.0
711651,conjoined,0.0
711654,conjecture,0.0
711656,congruence,0.0
711657,congreve,0.0
711658,congresswoman,0.0
711660,congressmen,0.0
711663,congressmans,0.0
711664,congressman,0.0
711682,congressional,0.0
711694,congresses,0.0
711695,congress,0.0
711714,congregations,0.0
711716,congregation,0.0
711725,congregating,0.0
711726,congregate,0.0
711727,congratulatory,0.0
711728,congratulations,0.0
711730,congratulate,0.0
711732,congos,0.0
711733,congorama,0.0
711734,congoraised,0.0
711735,congolese,0.0
711736,congo,0.0
711748,conglomeration,0.0
711749,conglomerates,0.0
711752,conglomerate,0.0
711757,congiunti,0.0
711758,congenital,0.0
711759,congeniality,0.0
711760,congenial,0.0
711761,congegeniality,0.0
711762,cong,0.0
711766,confuzzled,0.0
711767,confusions,0.0
711768,confusion,0.0
711814,confusing,0.0
711828,confuses,0.0
711830,confusedly,0.0
711831,confused,0.0
711892,confuse,0.0
711898,confronts,0.0
711961,confronting,0.0
711985,confronted,0.0
712038,confrontations,0.0
712045,confrontational,0.0
712050,confrontation,0.0
712119,confrontacin,0.0
712120,confront,0.0
712240,confounding,0.0
712241,confounded,0.0
712246,conformity,0.0
712256,conformistisch,0.0
712257,conformist,0.0
712259,conform,0.0
712265,confluence,0.0
712269,conflicts,0.0
712312,conflicting,0.0
712330,conflicted,0.0
712338,conflict,0.0
712470,conflate,0.0
712471,conflagration,0.0
712472,confiscation,0.0
712473,confiscates,0.0
712474,confiscated,0.0
712482,confiscate,0.0
712484,confirms,0.0
712495,confirming,0.0
712498,confirmed,0.0
712513,confirmation,0.0
712518,confirm,0.0
712531,confines,0.0
712545,confinement,0.0
712557,confined,0.0
712587,confine,0.0
712588,configure,0.0
712589,confiding,0.0
712590,confides,0.0
712607,confidently,0.0
712608,confidentiality,0.0
712611,confidential,0.0
712614,confident,0.0
712656,confidenceuntil,0.0
712657,confidences,0.0
712659,confidencebuilding,0.0
712660,confidence,0.0
712709,confided,0.0
712710,confide,0.0
712712,confidante,0.0
712725,confidant,0.0
712732,confiance,0.0
712733,confetti,0.0
712734,confessor,0.0
712738,confessions,0.0
712747,confessionals,0.0
712748,confessional,0.0
712755,confession,0.0
712780,confessing,0.0
712789,confesses,0.0
712821,confessed,0.0
712827,confess,0.0
712839,conferring,0.0
712840,conferences,0.0
712844,conference,0.0
712870,confederation,0.0
712872,confederates,0.0
712875,confederate,0.0
712894,confederacys,0.0
712895,confederacy,0.0
712898,confedarate,0.0
712899,confectionery,0.0
712901,coney,0.0
712912,coneshaped,0.0
712913,conehead,0.0
712914,cone,0.0
712917,conduite,0.0
712918,conduit,0.0
712922,conduire,0.0
712923,conducts,0.0
712939,conductorsinger,0.0
712940,conductors,0.0
712941,conductor,0.0
712962,conducting,0.0
712976,conducted,0.0
713003,conduct,0.0
713023,conducive,0.0
713024,condos,0.0
713026,condorman,0.0
713027,condor,0.0
713028,condone,0.0
713029,condon,0.0
713031,condoms,0.0
713033,condominium,0.0
713034,condom,0.0
713038,condo,0.0
713040,conditions,0.0
713100,conditioning,0.0
713101,conditioned,0.0
713103,condition,0.0
713182,condescending,0.0
713187,condesa,0.0
713188,condenser,0.0
713189,condensed,0.0
713191,condemns,0.0
713196,condemning,0.0
713200,condemned,0.0
713235,condemnation,0.0
713240,condemn,0.0
713245,condamne,0.0
713246,concussions,0.0
713247,concussion,0.0
713249,concurrently,0.0
713253,concurrent,0.0
713255,concubines,0.0
713259,concubine,0.0
713267,concretejungle,0.0
713268,concrete,0.0
713277,concorde,0.0
713278,concord,0.0
713279,concocts,0.0
713286,concoctions,0.0
713287,concoction,0.0
713289,concocting,0.0
713290,concocted,0.0
713295,concoct,0.0
713302,conclusively,0.0
713304,conclusive,0.0
713306,conclusions,0.0
713309,conclusion,0.0
713352,concluding,0.0
713355,concludes,0.0
713378,concluded,0.0
713384,conclude,0.0
713397,conclave,0.0
713400,concise,0.0
713402,concierge,0.0
713408,concha,0.0
713409,conch,0.0
713410,concessions,0.0
713412,concession,0.0
713415,concerts,0.0
713433,concertos,0.0
713434,concerto,0.0
713439,concertmaster,0.0
713440,concertgoers,0.0
713441,concerted,0.0
713442,concert,0.0
713560,concerns,0.0
713601,concerning,0.0
713635,concerned,0.0
713714,concerne,0.0
713715,concern,0.0
713747,concequences,0.0
713748,conceptualized,0.0
713749,conceptual,0.0
713753,conceptslike,0.0
713754,concepts,0.0
713762,conception,0.0
713769,concept,0.0
713793,concepcion,0.0
713794,concepcin,0.0
713795,concentration,0.0
713838,concentrating,0.0
713844,concentrates,0.0
713849,concentrated,0.0
713850,concentrate,0.0
713855,conceiving,0.0
713857,conceives,0.0
713862,conceived,0.0
713873,conceive,0.0
713881,conceivably,0.0
713882,conceivable,0.0
713883,conceited,0.0
713891,conceit,0.0
713892,conceding,0.0
713894,concedes,0.0
713896,concede,0.0
713899,conceals,0.0
713905,concealment,0.0
713907,concealing,0.0
713913,concealed,0.0
713925,conceal,0.0
713933,concannons,0.0
713935,concannon,0.0
713937,conason,0.0
713938,conartists,0.0
713940,conartist,0.0
713946,conanlike,0.0
713947,conan,0.0
713957,con,0.0
714046,comunist,0.0
714047,comte,0.0
714050,comstock,0.0
714051,comradeship,0.0
714053,comrades,0.0
714095,comradeinarms,0.0
714096,comrade,0.0
714104,computers,0.0
714128,computernavigated,0.0
714129,computerizing,0.0
714130,computergenius,0.0
714131,computergenerated,0.0
714132,computergame,0.0
714133,computerchip,0.0
714134,computer,0.0
714267,compunction,0.0
714268,compulsively,0.0
714271,compulsive,0.0
714285,compulsions,0.0
714286,compulsion,0.0
714296,comptroller,0.0
714297,compton,0.0
714301,comptom,0.0
714302,compsons,0.0
714303,compson,0.0
714304,compromize,0.0
714305,compromising,0.0
714313,compromises,0.0
714323,compromised,0.0
714334,compromise,0.0
714347,comprising,0.0
714352,comprises,0.0
714353,comprised,0.0
714367,comprise,0.0
714373,compress,0.0
714374,comprehensive,0.0
714386,comprehension,0.0
714388,comprehending,0.0
714389,comprehend,0.0
714395,compounds,0.0
714399,compounding,0.0
714400,compounded,0.0
714404,compound,0.0
714423,composure,0.0
714424,compostela,0.0
714425,compositions,0.0
714429,composition,0.0
714439,composite,0.0
714443,composing,0.0
714451,composes,0.0
714456,composersingerdancer,0.0
714457,composerplaywright,0.0
714458,composerpiano,0.0
714459,composerlyricist,0.0
714460,composer,0.0
714512,composed,0.0
714542,compose,0.0
714545,comporter,0.0
714546,components,0.0
714548,component,0.0
714551,comply,0.0
714553,complot,0.0
714554,compliments,0.0
714556,complimenting,0.0
714557,complies,0.0
714559,complicity,0.0
714567,complicit,0.0
714569,complicationsand,0.0
714570,complications,0.0
714654,complication,0.0
714659,complicating,0.0
714674,complicates,0.0
714688,complicated,0.0
714872,complicate,0.0
714888,compliant,0.0
714893,compliancy,0.0
714894,compliancein,0.0
714895,compliance,0.0
714897,complexs,0.0
714898,complexity,0.0
714911,complexities,0.0
714925,complexion,0.0
714926,complexes,0.0
714927,complexed,0.0
714928,complex,0.0
715045,completly,0.0
715046,completion,0.0
715058,completing,0.0
715068,completes,0.0
715071,completeness,0.0
715072,completely,0.0
715226,completed,0.0
715253,complete,0.0
715425,complementary,0.0
715426,complement,0.0
715428,complaints,0.0
715433,complaint,0.0
715439,complains,0.0
715450,complaining,0.0
715458,complain,0.0
715465,complacent,0.0
715469,complacency,0.0
715472,compiling,0.0
715473,compiles,0.0
715478,compiler,0.0
715479,compiled,0.0
715484,compile,0.0
715486,compilation,0.0
715491,compi,0.0
715492,competitors,0.0
715513,competitor,0.0
715533,competitiveness,0.0
715534,competitive,0.0
715560,competitionthen,0.0
715561,competitions,0.0
715569,competition,0.0
715705,competing,0.0
715742,competes,0.0
715746,competent,0.0
715753,competence,0.0
715756,competed,0.0
715757,compete,0.0
715827,compensation,0.0
715836,compensates,0.0
715837,compensated,0.0
715839,compensate,0.0
715842,compendium,0.0
715843,compels,0.0
715845,compellingly,0.0
715847,compelling,0.0
715881,compelled,0.0
715912,compel,0.0
715918,compatriots,0.0
715926,compatriot,0.0
715927,compatible,0.0
715933,compatibility,0.0
715934,compassionately,0.0
715935,compassionate,0.0
715954,compassion,0.0
715970,compasses,0.0
715971,compass,0.0
715985,compartments,0.0
715987,compartmentalized,0.0
715988,compartment,0.0
715996,comparsa,0.0
715997,comparisons,0.0
715998,comparison,0.0
716004,comparing,0.0
716005,compari,0.0
716006,compares,0.0
716013,compared,0.0
716026,compare,0.0
716032,comparatively,0.0
716036,comparative,0.0
716037,comparable,0.0
716038,companys,0.0
716074,company1st,0.0
716075,company,0.0
716483,companionship,0.0
716505,companions,0.0
716545,companionlover,0.0
716546,companionable,0.0
716547,companion,0.0
716636,companies,0.0
716661,compagnie,0.0
716662,compagnia,0.0
716663,compadre,0.0
716664,compact,0.0
716665,compaa,0.0
716666,como,0.0
716671,commuting,0.0
716672,commutes,0.0
716677,commuter,0.0
716680,commute,0.0
716684,communitywelcomes,0.0
716685,communityservice,0.0
716686,communitys,0.0
716691,community,0.0
716975,communities,0.0
716992,communists,0.0
717006,communistbacked,0.0
717007,communist,0.0
717072,communism,0.0
717083,communions,0.0
717084,communion,0.0
717092,communing,0.0
717093,communicator,0.0
717095,communications,0.0
717117,communication,0.0
717158,communicating,0.0
717166,communicates,0.0
717172,communicated,0.0
717174,communicate,0.0
717223,commune,0.0
717233,communally,0.0
717234,communal,0.0
717240,commotion,0.0
717241,commonweath,0.0
717242,commonwealth,0.0
717244,commons,0.0
717245,commonplace,0.0
717247,commonman,0.0
717248,commonly,0.0
717253,commoners,0.0
717257,commoner,0.0
717260,commonality,0.0
717262,common,0.0
717393,commodus,0.0
717394,commodore,0.0
717395,commodity,0.0
717396,commodities,0.0
717399,commmitmentshy,0.0
717400,committment,0.0
717401,committing,0.0
717434,committees,0.0
717436,committee,0.0
717461,committedonly,0.0
717462,committed,0.0
717598,commits,0.0
717657,commitments,0.0
717667,commitmentphobe,0.0
717668,commitment,0.0
717719,commiting,0.0
717722,commited,0.0
717725,commit,0.0
717835,commissions,0.0
717840,commissioning,0.0
717841,commissioner,0.0
717858,commissioned,0.0
717876,commission,0.0
717904,commissary,0.0
717906,commissario,0.0
717907,commissar,0.0
717908,commissaire,0.0
717909,commisioner,0.0
717910,commiserate,0.0
717911,commisars,0.0
717912,commies,0.0
717914,commienazis,0.0
717915,commercials,0.0
717933,commercially,0.0
717938,commercialization,0.0
717940,commerciality,0.0
717941,commercialism,0.0
717942,commercial,0.0
717984,commerce,0.0
717993,comments,0.0
